
1685552132.586548,11.0
1685552133.636978,10.0
1685552134.688886,10.0
1685552135.740982,10.0
1685552136.793224,10.0
1685552137.844865,10.0
1685552138.896123,10.0
1685552139.947987,10.0
1685552140.999091,10.0
1685552142.050093,10.0
1685552143.101171,10.0
1685552144.15321,10.0
1685552145.205032,10.0
1685552146.256966,10.0
1685552147.309033,10.0
1685552148.360297,52.0
1685552149.412314,0.0
1685552150.463891,0.0
1685552151.514322,0.0
1685552152.566351,0.0
1685552153.617693,0.0
1685552154.669018,0.0
1685552155.720561,0.0
1685552156.771421,0.0
1685552157.822701,0.0
1685552158.874238,0.0
1685552159.925494,70.0
1685552160.976793,70.0
1685552162.028402,70.0
1685552163.080538,70.0
1685552164.131176,70.0
1685552165.182144,70.0
1685552166.233628,70.0
1685552167.285127,70.0
1685552168.365787,46.0
1685552169.388253,10.0
1685552170.440001,10.0
1685552171.490522,10.0
1685552172.541208,10.0
1685552173.592652,10.0
1685552174.643776,10.0
1685552175.694476,10.0
1685552176.746051,10.0
1685552177.797058,10.0
1685552178.848407,10.0
1685552179.899701,10.0
1685552180.95022,10.0
1685552182.002025,10.0
1685552183.053351,10.0
1685552184.104256,10.0
1685552185.155748,10.0
1685552186.207046,10.0
1685552187.258629,10.0
1685552188.346107,10.0
1685552189.397013,10.0
1685552190.448649,10.0
1685552191.499236,10.0
1685552192.550908,10.0
1685552193.602105,10.0
1685552194.653722,10.0
1685552195.705476,10.0
1685552196.75642,10.0
1685552197.807722,10.0
1685552198.858732,10.0
1685552199.915686,10.0
1685552200.96164,10.0
1685552202.01257,10.0
1685552203.063223,10.0
1685552204.114493,10.0
1685552205.166116,10.0
1685552206.217757,10.0
1685552207.268445,10.0
1685552208.319739,10.0
1685552209.384988,10.0
1685552210.422346,10.0
1685552211.472924,19230.0
1685552212.523859,44440.0
1685552213.575208,206.0
1685552214.626657,268.0
1685552215.678209,286.0
1685552216.729175,3972.0
1685552217.779807,2297.0
1685552218.831549,2210.0
1685552219.882436,800.0
1685552220.933978,411.0
1685552221.985455,0.0
1685552223.037481,150020.0
1685552224.09765,150020.0
1685552225.13947,150020.0
1685552226.190277,150020.0
1685552227.241543,150020.0
1685552228.29303,150020.0
1685552229.344557,150020.0
1685552230.395858,150020.0
1685552231.460389,60014.0
1685552232.498076,10.0
1685552233.549128,10.0
1685552234.600043,10.0
1685552235.651363,10.0
1685552236.702755,10.0
1685552237.754446,10.0
1685552238.806118,10.0
1685552239.857571,10.0
1685552240.909165,10.0
1685552241.960051,10.0
1685552243.011162,10.0
1685552244.062574,10.0
1685552245.118994,10.0
1685552246.169734,10.0
1685552247.22119,10.0
1685552248.276284,10.0
1685552249.323008,10.0
1685552250.375387,10.0
1685552251.426561,10.0
1685552252.478652,3653.0
1685552253.529851,32517.0
1685552254.582006,236.0
1685552255.634042,245.0
1685552256.685161,242.0
1685552257.737158,4371.0
1685552258.788275,2344.0
1685552259.839795,2318.0
1685552260.89016,786.0
1685552261.941314,601.0
1685552262.992983,613.0
1685552264.044148,628.0
1685552265.094426,551.0
1685552266.146131,610.0
1685552267.198047,628.0
1685552268.249664,642.0
1685552269.301027,565.0
1685552270.351925,658.0
1685552271.402665,587.0
1685552272.457456,636.0
1685552273.504923,639.0
1685552274.556524,615.0
1685552275.607217,604.0
1685552276.658956,615.0
1685552277.710571,617.0
1685552278.761712,643.0
1685552279.812404,643.0
1685552280.863864,573.0
1685552281.915166,645.0
1685552282.965963,632.0
1685552284.017215,649.0
1685552285.06891,616.0
1685552286.120971,625.0
1685552287.172383,660.0
1685552288.224002,586.0
1685552289.274796,569.0
1685552290.326401,615.0
1685552291.377341,671.0
1685552292.427926,638.0
1685552293.479442,603.0
1685552294.531116,607.0
1685552295.581354,617.0
1685552296.63213,644.0
1685552297.684319,601.0
1685552298.735687,627.0
1685552299.787644,604.0
1685552300.838196,667.0
1685552301.889891,574.0
1685552302.941748,698.0
1685552303.993339,145.0
1685552305.044679,390720.0
1685552306.096062,390720.0
1685552307.146806,390720.0
1685552308.197222,390720.0
1685552309.248249,390720.0
1685552310.299288,390720.0
1685552311.350841,390720.0
1685552312.402651,390720.0
1685552313.480879,351649.0
1685552314.518872,10.0
1685552315.570585,10.0
1685552316.62206,10.0
1685552317.673483,10.0
1685552318.724735,10.0
1685552319.775505,10.0
1685552320.834568,10.0
1685552321.878226,10.0
1685552322.929839,10.0
